created_at	comment_count	repost_count	text
2012-12-5 8:26:51	652	1766	【我国3G速率不足日韩十分之一】UMNet移动网络质量评估平台发布的“2012年10月份全国3G用户体验速率数据报告”显示，我国平均3G感知速率为52.51KB/s，其中，中国联通为55.04KB/s；中国电信为49.67KB/s；中国移动为28.26KB/s。而日本和韩国3G网络平均速率已达1400KB/s。http://t.cn/zjImnf3
2012-12-5 18:58:55	312	1004	【最便宜WP8手机来袭】诺基亚今日发布了Lumia 620手机，该手机采用3.8英寸800x480分辨率屏幕，采用1GHz双核处理器，配备500万像素摄像头，7种颜色可供选择。这款手机售价为249美元，约合人民币1550元，是目前最廉价的WP8智能手机。http://t.cn/zjM5l5c
2012-12-4 13:03:45	360	2695	【互联网女皇2012报告出炉】KPCB合伙人玛丽·米克发布2012年趋势报告称：1、移动设备占全球上网流量的13%，2010年同期仅为4%；2、2012年全球APP+移动广告营收预计为190亿美元，67%来自APP，33%来自广告；预计明年第二季，全球智能手机+平板保有量将超过PC。请猛戳(88张PPT图片)：http://t.cn/zjIAUZr
2012-12-4 20:43:47	442	1692	【诺基亚变卖总部大楼】诺基亚以2.2亿美元将位于芬兰的总部大楼出售，之后回租该总部办公。诺基亚CFO表示：“拥有不动产并非诺基亚核心业务，公司愿意放弃这些非核心资产。”今年第三财季，诺基亚运营亏损7.5亿美元，净营收为95亿美元。http://t.cn/zjIiRWC
2012-12-4 10:03:15	884	1770	【消费者不满iPhone 5大陆定价高】苹果公布的iPhone 5内地价格显示，16GB版5288元、32GB版6088元、64GB版6888元，与之前4/4S上市价格相比贵不少。且高于在美国、香港等多数国家和地区的定价，如16G版iPhone 5美国售价比中国内地低了1200多元，高价格引发很多内地消费者的不满。http://t.cn/zjfD2Oc
2012-12-6 12:00:25	112	339	【一张照片引发的杯具】在长达三周的东躲西藏后，涉嫌谋杀的McAfee创始人麦克菲在危地马拉被警方逮捕。警方是怎么找到他的？原来，麦克菲不久前接受了一家非主流杂志的采访，他的一张照片被发到了网上。警方在照片信息中发现了他的位置：北纬15°39’29.4”，西经88°59’31.8”……http://t.cn/zjM3rKS
2012-12-6 9:11:37	189	294	【诺基亚发售Lumia 920T 股价大涨13%】受诺基亚与中移动合作发售Lumia 920T智能手机和发布低价版Lumia 620手机消息的提振，诺基亚股价周三在纽交所大涨13%。920T是中国市场上首款支持TD-SCDMA网络的Windows Phone手机。今年年底，中国消费者将可以订购Lumia 920T，零售价4599元。http://t.cn/zjMjCTs
2012-12-6 9:29:59	70	368	Lumia 920坚实的做工让人留下了良好的印象，几经微波炉、钉子、锤子等折磨之后，终于轮到了AK47步枪登场。从下边这段视频来看，Lumia 920很轻松就被子弹贯穿了。所以用户要牢记：机器再硬，也不能挡枪啊！http://t.cn/zjMHQwU http://t.cn/zjM8lAD
2012-12-4 16:30:20	206	1171	【@亚马逊 最大物流中心揭秘：庞大如迷宫】亚马逊是全球最大的网络零售商，在全球拥有80个物流中心，其中规模最大的物流中心位于美国亚利桑那州首府凤凰城，有28个足球场那么大。http://t.cn/zjI5158
2012-12-4 13:47:31	116	1373	知情人士透露，中国移动成立互联网公司只是时间问题。并且可能在12月5日召开中国移动开发者大会时披露，目前中国移动与互联网业务有关的是9个业务基地，有可能将设在广东的互联网基地先改制组成公司，再将其余八大基地并入其中。(康钊)http://t.cn/zjIhkq1
2012-12-4 9:47:39	116	1443	【LG手机在华裁员】上周开始，LG电子手机业务在全国的26个办事处已陆续有员工接到即将离职的通知，由于在3G时代智能机战略失误、产品研发落后于中国市场，LG电子在中国的手机业务已快走到山穷水尽的地步。(康钊)http://t.cn/zjf3qPX
2012-12-6 7:34:09	149	238	【早间要闻回顾】诺基亚宣布与中国移动合作发售Lumia 920T后，双方承诺，将会让相互关注的TD手机和Lumia系列手机有全新的飞跃，与当初迟迟不开发TD-SCDMA版手机截然不同，眼下，诺基亚似乎与中国移动的关系急剧升温。http://t.cn/zjMYNWj
2012-12-5 12:04:40	133	503	【百度云市场首选率居首】昨日，北大发布《个人云服务用户使用调查报告》，报告显示，百度云的用户首选率为23.4%，排名第一，多数网友认为”安心感“是选择个人云产品的重要指标。北大教授 @刘德寰 指出，百度等大企业加入将引领个人云在未来一年加速进入市场普及期。 http://t.cn/zjIFFmL
2012-12-6 6:52:33	139	226	诺基亚在巴黎LeWeb科技大会上宣布推出Lumia 620彩色智能手机，售价约249美元，其真正推销的是这款手机的彩色设计，提供多种基色，可换7种不同颜色外壳，旨在吸引年轻用户和开拓新市场。此外，受与中移动合作发售Lumia 920T和发布低价版Lumia 620消息提振，诺基亚股价周三大涨13%。http://t.cn/zjMjQa6
2012-12-4 3:48:19	110	1473	【携号转网试点渐遭淡忘】海南电信和海南联通于11月份相继更换总经理，已引发人们对携号转网政策的思考，这个已实施近两年的政策不但没有改变海南通信业的格局，反而日益被遗忘，而其根源在于申请携号转网的成功概率太低，导致愿意再申请的用户越来越少。(康钊) http://t.cn/zjf32Xl
